"No.","Time","Source","Destination","Protocol","Length","Info"
"1060","10.442879000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1062","10.443034000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1063","10.444884000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1064","10.444886000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1066","10.446854000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1067","10.446858000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1069","10.448688000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1071","10.454970000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1072","10.454976000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1074","10.456340000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1076","10.456597000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1077","10.458277000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1079","10.458445000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1080","10.460083000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1082","10.460392000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1083","10.462070000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1085","10.462498000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1086","10.464044000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1087","10.464047000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1089","10.465951000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1091","10.466593000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1092","10.467837000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1093","10.467840000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1095","10.469736000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1097","10.469866000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1098","10.471742000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1099","10.471744000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1101","10.473493000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1103","10.473627000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1104","10.475532000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1105","10.475612000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1107","10.477326000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1109","10.477612000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1110","10.479195000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1112","10.479464000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1113","10.481252000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1114","10.481255000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1117","10.483044000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1119","10.483324000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1120","10.485031000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1121","10.485034000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1123","10.489357000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1125","10.489597000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1126","10.489602000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1127","10.489604000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1130","10.493324000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1131","10.493929000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1132","10.493933000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1133","10.493934000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1137","10.494810000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1138","10.495835000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1140","10.496621000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1141","10.496857000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1143","10.498326000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1144","10.498627000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1146","10.500337000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1147","10.500339000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1149","10.509915000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1150","10.510174000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1152","10.511804000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1153","10.512047000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1155","10.513774000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1156","10.513777000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1158","10.521918000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1159","10.521923000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1160","10.521924000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1162","10.522151000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1164","10.523900000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1166","10.524027000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1167","10.525457000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1168","10.525461000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"1171","10.527365000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1172","10.527369000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1174","10.529127000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1175","10.529323000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1177","10.531196000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1178","10.531200000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1180","10.533047000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1181","10.533053000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1183","10.535006000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1184","10.535009000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1186","10.536898000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1187","10.536903000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1189","10.538702000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1191","10.539073000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1192","10.540648000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1194","10.540836000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1195","10.542582000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1196","10.542586000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1198","10.544468000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1200","10.544620000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1201","10.546403000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1203","10.546577000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1204","10.548366000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1206","10.556924000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1207","10.557115000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1209","10.557910000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1210","10.558164000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1212","10.559871000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1213","10.559875000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1215","10.561751000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1216","10.561938000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1218","10.563639000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1220","10.563853000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1221","10.565582000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1223","10.565748000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1224","10.567527000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1225","10.567531000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1227","10.569431000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1229","10.569560000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1230","10.571385000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1231","10.571389000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1233","10.573257000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1234","10.573262000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1236","10.575096000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1238","10.575282000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1239","10.577029000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1241","10.577188000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1242","10.578975000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1243","10.578978000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1245","10.580909000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1247","10.581311000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1248","10.582866000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1250","10.583553000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1251","10.584729000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1253","10.585639000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1254","10.586763000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1256","10.587412000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1258","10.588568000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"1260","10.591701000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1262","10.592172000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1263","10.592176000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1265","10.595397000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1266","10.595401000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1268","10.595564000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1269","10.595567000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1272","10.596520000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1274","10.596846000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1275","10.598101000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1277","10.599394000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1278","10.600246000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1280","10.601419000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1281","10.602417000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1283","10.603694000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1284","10.604425000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1286","10.605620000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1287","10.606435000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1289","10.606793000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1290","10.607834000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1292","10.608981000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1293","10.609966000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1295","10.610919000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1296","10.611805000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1298","10.612969000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1299","10.613967000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1301","10.615094000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1302","10.615996000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1304","10.616829000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1305","10.617987000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1307","10.619111000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1308","10.620008000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1310","10.620827000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1311","10.621828000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1313","10.622822000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1314","10.623796000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1316","10.624796000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1317","10.625792000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1319","10.626893000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1320","10.627853000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1322","10.629258000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1323","10.629986000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1325","10.631129000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1326","10.632010000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1328","10.632980000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1329","10.634026000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1331","10.634975000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1332","10.635948000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1334","10.636996000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1335","10.637471000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1337","10.638597000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1338","10.639390000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1340","10.640339000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1341","10.641414000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1343","10.642358000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1344","10.645679000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1345","10.645682000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1347","10.645794000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1350","10.646553000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1351","10.649439000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1352","10.649442000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1353","10.649558000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1357","10.650804000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1358","10.651444000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1360","10.652546000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1361","10.653582000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1363","10.654562000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1364","10.655401000","173.194.28.156","192.168.0.109","TLSv1.2","131","Application Data"
"1367","16.530744000","173.194.28.156","192.168.0.109","TCP","68","443 > 50595 [ACK] Seq=1200156 Ack=7038 Win=43776 Len=0 TSval=178296094 TSecr=640737009"
"1368","16.530748000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1369","16.530857000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1371","16.531154000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1372","16.531156000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1374","16.534610000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1375","16.534613000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1376","16.534702000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1379","16.534885000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1380","16.536396000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1382","16.536585000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1383","16.538359000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1384","16.538375000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1386","16.547617000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"1387","16.547620000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1388","16.547622000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1392","16.547966000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1393","16.552381000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1395","16.553741000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1396","16.553973000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1398","16.555753000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1399","16.561807000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1401","16.563396000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1403","16.567684000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1405","16.569756000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1406","16.569759000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1409","16.571137000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1410","16.571141000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1413","16.573037000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1415","16.573156000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1417","16.574916000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1418","16.574919000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1421","16.576846000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1422","16.576850000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1425","16.578815000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1426","16.578819000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1429","16.580539000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1431","16.580964000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1433","16.582559000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1435","16.582707000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1437","16.584477000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1438","16.584481000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1441","16.586368000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1442","16.586371000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1445","16.588271000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1446","16.588275000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1449","16.590210000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1450","16.590215000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1453","16.592155000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1454","16.592159000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1457","16.594031000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1458","16.594034000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1461","16.595928000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1463","16.596078000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1465","16.597856000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1466","16.597859000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1469","16.599745000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1470","16.599748000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1473","16.601746000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1474","16.601751000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1477","16.603536000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"1478","16.603540000","173.194.28.156","192.168.0.109","SSLv2","1458","[TCP Out-Of-Order] Encrypted Data"
"1481","16.605475000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1482","16.605479000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1485","16.607399000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1486","16.607403000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1489","16.609272000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1490","16.609277000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1493","16.611235000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1494","16.611238000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1497","16.613039000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"1499","16.613190000","173.194.28.156","192.168.0.109","SSLv2","1458","Encrypted Data"
"1501","16.615094000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"1502","16.615098000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"1505","16.616899000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"1506","16.616902000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"1509","16.618854000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
"1511","16.619004000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Continuation Data"
