"No.","Time","Source","Destination","Protocol","Length","Info"
"2","0.014622000","173.194.28.156","192.168.0.109","TCP","76","443 > 50595 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1440 SACK_PERM=1 TSval=178279621 TSecr=640722182 WS=128"
"5","0.037308000","173.194.28.156","192.168.0.109","TCP","68","443 > 50595 [ACK] Seq=1 Ack=204 Win=30080 Len=0 TSval=178279638 TSecr=640722196"
"6","0.037311000","173.194.28.156","192.168.0.109","TLSv1.2","1494","Server Hello"
"7","0.039111000","173.194.28.156","192.168.0.109","TCP","1494","[TCP segment of a reassembled PDU]"
"9","0.039240000","173.194.28.156","192.168.0.109","TCP","1306","[TCP segment of a reassembled PDU]"
"11","0.040778000","173.194.28.156","192.168.0.109","TLSv1.2","640","Certificate"
"16","0.061623000","173.194.28.156","192.168.0.109","TCP","640","[TCP Retransmission] 443 > 50595 [PSH, ACK] Seq=4097 Ack=204 Win=30080 Len=574 TSval=178279669 TSecr=640722196[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"18","0.092407000","173.194.28.156","192.168.0.109","TCP","68","443 > 50595 [ACK] Seq=4671 Ack=285 Win=30080 Len=0 TSval=178279688 TSecr=640722222"
"20","0.096389000","173.194.28.156","192.168.0.109","TLSv1.2","113","Change Cipher Spec, Encrypted Handshake Message"
"23","0.115155000","173.194.28.156","192.168.0.109","TLSv1.2","568","Application Data"
"26","9.127338000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"27","9.127340000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"29","9.129222000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"31","9.129456000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"32","9.131207000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"33","9.131210000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"35","9.133163000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"36","9.133166000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"39","9.134988000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"41","9.135122000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"44","9.138225000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"45","9.139012000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"47","9.145887000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"48","9.145892000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"49","9.145893000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"51","9.146021000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"54","9.147120000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"55","9.148491000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"57","9.149169000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"58","9.149923000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"59","9.149927000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"61","9.151795000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"63","9.151930000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"64","9.153762000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"65","9.153765000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"67","9.158364000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"68","9.158369000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"69","9.158507000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"70","9.158510000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"75","9.161758000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"76","9.162312000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"77","9.162315000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"78","9.162316000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"82","9.169109000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] 443 > 50595 [ACK] Seq=13572 Ack=1975 Win=33664 Len=1392 TSval=178288756 TSecr=640730300[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"83","9.169113000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"85","9.171040000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"86","9.171045000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"88","9.172953000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"89","9.172956000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"91","9.174903000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"92","9.174908000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"94","9.176723000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"95","9.176727000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"97","9.178593000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"98","9.178596000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"100","9.180539000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"102","9.180667000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"103","9.182422000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"104","9.182426000","173.194.28.156","192.168.0.109","TLSv1.2","884","Application Data"
"108","9.342084000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"109","9.342782000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"111","9.343070000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"112","9.344689000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"114","9.344993000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"115","9.346633000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"117","9.346797000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"118","9.348508000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"120","9.348770000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"122","9.350455000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"124","9.350728000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"126","9.352345000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"129","9.352609000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"130","9.354251000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"132","9.354465000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"133","9.356167000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"135","9.356326000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"136","9.358193000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"138","9.359115000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"139","9.362578000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"141","9.362808000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"142","9.362809000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"143","9.363008000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"146","9.366358000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"147","9.366533000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"148","9.366536000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"150","9.366662000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"152","9.367902000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"153","9.367905000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"155","9.369656000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"157","9.369796000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"159","9.371584000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"161","9.371772000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"162","9.373604000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"163","9.373875000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"165","9.375427000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"166","9.375430000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"168","9.377339000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"169","9.377344000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"171","9.379355000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"173","9.387167000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"174","9.387173000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"176","9.388971000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"177","9.388974000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"179","9.390951000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"180","9.390961000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"182","9.392747000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"183","9.392936000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"185","9.394789000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"186","9.394793000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"188","9.396616000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"189","9.396620000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"191","9.398560000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"192","9.398563000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"194","9.400401000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"196","9.400579000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"197","9.402368000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"198","9.402372000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"200","9.404308000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"201","9.404315000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"203","9.406079000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"205","9.406297000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"207","9.407945000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"209","9.408154000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"212","9.409895000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"213","9.410161000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"215","9.412193000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"216","9.412695000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"218","9.413788000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"219","9.413901000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"221","9.415755000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"222","9.415758000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"224","9.417641000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"225","9.417644000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"227","9.419579000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"228","9.419582000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"230","9.421434000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"231","9.421437000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"233","9.423337000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"234","9.423557000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"236","9.425261000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"237","9.425264000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"239","9.427211000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"240","9.427213000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"242","9.429004000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"244","9.429136000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"245","9.431034000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"246","9.431037000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"248","9.432886000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"250","9.433015000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"251","9.434818000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"253","9.434965000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"254","9.436747000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"255","9.436749000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"257","9.438658000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"259","9.438793000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"260","9.440497000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"262","9.443249000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"263","9.443253000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"264","9.443254000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"267","9.444413000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"268","9.444614000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"270","9.446264000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"271","9.446267000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"273","9.448188000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"275","9.448410000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"276","9.450103000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"277","9.450106000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"279","9.452011000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"280","9.452014000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"282","9.453897000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"283","9.453900000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"285","9.455862000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"286","9.455866000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"288","9.459714000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"289","9.459717000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"292","9.461581000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"293","9.461585000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"295","9.465322000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"296","9.465353000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"297","9.465354000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"299","9.465503000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"301","9.468847000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"303","9.471377000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"304","9.471381000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"306","9.478902000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"307","9.478906000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"309","9.480674000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"311","9.482141000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"312","9.482417000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"314","9.484126000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"315","9.484295000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"317","9.486069000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"318","9.486072000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"320","9.487960000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"321","9.487964000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"323","9.489795000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"325","9.490016000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"326","9.491579000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"328","9.492795000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"329","9.496757000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"331","9.496965000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"332","9.498767000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"333","9.498771000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"335","9.502579000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"336","9.502582000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"338","9.504481000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"339","9.504485000","173.194.28.156","192.168.0.109","TLSv1.2","1270","Application Data"
"343","9.665109000","173.194.28.156","192.168.0.109","TCP","68","443 > 50595 [ACK] Seq=277290 Ack=4507 Win=38784 Len=0 TSval=178289263 TSecr=640730654"
"344","9.665112000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"346","9.666589000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"347","9.670179000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"348","9.670304000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"349","9.670308000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"350","9.670310000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"351","9.670311000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"356","9.673672000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"358","9.674150000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"359","9.674154000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"360","9.674155000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"363","9.675673000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"364","9.675676000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"366","9.677606000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"367","9.677610000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"369","9.679554000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"371","9.684971000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"372","9.685214000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"374","9.685551000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"375","9.687172000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"377","9.689199000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"378","9.689204000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"380","9.690989000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"382","9.691172000","173.194.28.156","192.168.0.109","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"385","9.692959000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"386","9.693157000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"388","9.694870000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"389","9.695107000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"391","9.697110000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"392","9.698754000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"393","9.698759000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"395","9.700551000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"397","9.707920000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"398","9.708513000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"400","9.708658000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"401","9.710203000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"402","9.710207000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"404","9.712092000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"405","9.712095000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"407","9.714010000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"409","9.714193000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"410","9.715955000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"411","9.715961000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"413","9.717790000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"414","9.717794000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"416","9.719683000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"417","9.719687000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"419","9.721589000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"421","9.722704000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"422","9.723010000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"424","9.724669000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"425","9.724826000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"427","9.726647000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"428","9.726651000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"430","9.728499000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"431","9.728634000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"433","9.730414000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"434","9.730642000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"436","9.732375000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"437","9.732379000","173.194.28.156","192.168.0.109","TLSv1.2","1458","Application Data"
"439","9.734254000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"440","9.734258000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"442","9.736192000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"443","9.736195000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
"445","9.737849000","173.194.28.156","192.168.0.109","TCP","1458","[TCP segment of a reassembled PDU]"
