"No.","Time","Source","Destination","Protocol","Length","Info"
"5365","21.979520000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5367","21.983132000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5368","21.983781000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5369","21.983784000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5372","21.984169000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5373","21.984174000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5376","21.985016000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5377","21.985544000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5379","21.986336000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5381","21.987066000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5382","21.988038000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5384","21.989326000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5386","21.989933000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5387","21.990749000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5389","21.991545000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5391","21.992272000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5392","21.993175000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5394","21.994239000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5396","21.997886000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5397","21.998680000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5398","21.998683000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5401","21.998901000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5402","21.999132000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5404","22.000020000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5406","22.000831000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5407","22.001610000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5409","22.002265000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5411","22.002932000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5412","22.003604000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5414","22.004268000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5416","22.006103000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5417","22.006606000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5419","22.007196000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5421","22.007931000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5422","22.010769000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5424","22.011777000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5425","22.011780000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5428","22.012141000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5429","22.012996000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5431","22.013788000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5432","22.013793000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5435","22.014704000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5436","22.015428000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5438","22.016566000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5441","22.018287000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5443","22.019416000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5445","22.020638000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5447","22.021970000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5449","22.022666000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5451","22.023858000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5453","22.024712000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5455","22.025649000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5457","22.026214000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5459","22.027534000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5461","22.028175000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5463","22.029561000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5465","22.030070000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5467","22.030878000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5469","22.031693000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5471","22.032418000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5473","22.033494000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5475","22.034292000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5477","22.034833000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5479","22.035675000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5481","22.036658000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5483","22.037615000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5485","22.038284000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5487","22.039147000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5489","22.040221000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5491","22.040826000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5493","22.041822000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5495","22.042451000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5497","22.043584000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5499","22.044284000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5501","22.045026000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5503","22.046271000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5505","22.046997000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5507","22.047787000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5509","22.048568000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5511","22.050320000","203.219.219.145","192.168.1.105","TLSv1.2","1494","[TCP Previous segment not captured] Continuation Data"
"5513","22.051057000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5515","22.052239000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5517","22.052874000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5519","22.053678000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5521","22.054410000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5523","22.055603000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5525","22.056292000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5527","22.057084000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5529","22.057871000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5531","22.058634000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5533","22.059687000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5535","22.060250000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5537","22.060990000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5539","22.062037000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5541","22.063229000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Fast Retransmission] [TCP segment of a reassembled PDU]"
"5543","22.063999000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5545","22.064751000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5548","22.065560000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5550","22.066340000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5552","22.067160000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5555","22.068287000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5557","22.068985000","203.219.219.145","192.168.1.105","TLSv1.2","1494","[TCP Out-Of-Order] Application Data"
"5560","22.069775000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5565","22.070584000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5567","22.071475000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5569","22.072223000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5571","22.073108000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5573","22.073981000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5575","22.074672000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5577","22.075729000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5579","22.078662000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5581","22.079337000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5582","22.079341000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5585","22.079698000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5587","22.080442000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5589","22.083961000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5591","22.084590000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5592","22.084595000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5595","22.084766000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5596","22.084770000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5599","22.085789000","203.219.219.145","192.168.1.105","TLSv1.2","1494","[TCP Fast Retransmission] Continuation Data"
"5603","22.086360000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5605","22.087056000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5606","22.087694000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5608","22.088481000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5610","22.089307000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5611","22.090025000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5613","22.090827000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5615","22.091803000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5616","22.092869000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5618","22.093822000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5620","22.094864000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5621","22.095543000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5623","22.096636000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5625","22.097412000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5626","22.099338000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5628","22.100640000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5630","22.101465000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5631","22.102243000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5633","22.103583000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5635","22.104412000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5636","22.105633000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5640","22.109145000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5642","22.110192000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5643","22.113268000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5645","22.116247000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5647","22.118233000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5648","22.119514000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5650","22.120569000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5652","22.122766000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5653","22.123694000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5655","22.125362000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5657","22.126174000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5658","22.127321000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5660","22.128011000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5662","22.131919000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5663","22.132550000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5664","22.132554000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5667","22.133692000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5668","22.135455000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5670","22.136443000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5672","22.137546000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5673","22.138992000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5675","22.141299000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5677","22.142137000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5678","22.143458000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5680","22.144514000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5682","22.145296000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5683","22.146887000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5685","22.147714000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5687","22.152213000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5688","22.153482000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5689","22.153486000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5692","22.153672000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5693","22.153674000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5696","22.154913000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5697","22.154919000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5700","22.156021000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5701","22.156837000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5703","22.157690000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5705","22.158491000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5706","22.159593000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5708","22.160316000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5710","22.161327000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5711","22.161948000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5713","22.162927000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5715","22.163630000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5717","22.164770000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5719","22.165539000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5720","22.166458000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5722","22.167289000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5724","22.168031000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5725","22.169210000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5727","22.169825000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5729","22.172739000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5730","22.173560000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5731","22.173565000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5734","22.174448000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5735","22.174452000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5738","22.175394000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5739","22.176266000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5741","22.176895000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5743","22.178451000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5744","22.179068000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5746","22.179942000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5748","22.180524000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5749","22.181473000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5751","22.182157000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5753","22.182829000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5755","22.186160000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5757","22.186838000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5758","22.186842000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5761","22.187116000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5762","22.187975000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5764","22.188689000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5766","22.189452000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5767","22.190212000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5769","22.190901000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5771","22.191576000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5772","22.192345000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5774","22.193350000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5776","22.194049000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5777","22.194685000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5779","22.195773000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5781","22.196405000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5782","22.197600000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5784","22.198319000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5786","22.199089000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5787","22.200010000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5789","22.200823000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5791","22.202420000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5792","22.203108000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5794","22.203638000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5796","22.204546000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5797","22.205370000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5799","22.206092000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5801","22.207121000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5802","22.207749000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5804","22.208995000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5806","22.209623000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5807","22.210434000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5809","22.211185000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5811","22.211846000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5812","22.212747000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5814","22.215502000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5817","22.216388000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5819","22.216574000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5820","22.216575000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5823","22.217536000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5824","22.218299000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5826","22.219011000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5828","22.219798000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5829","22.220788000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5831","22.221757000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5833","22.222504000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5834","22.223283000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5836","22.224227000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5838","22.225196000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5839","22.225944000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5841","22.226879000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5844","22.227602000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5845","22.228442000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5847","22.229452000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5849","22.230461000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5850","22.231192000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5852","22.231952000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5854","22.232590000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5855","22.233407000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5857","22.234401000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5859","22.235423000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5860","22.236132000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5862","22.237165000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5864","22.237798000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5865","22.238659000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5867","22.239841000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5869","22.240619000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5871","22.241308000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5872","22.242236000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5874","22.242977000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5876","22.243829000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5877","22.244574000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5879","22.245351000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5881","22.246358000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5882","22.247227000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5884","22.247976000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5886","22.249282000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5887","22.250174000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5889","22.250940000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5891","22.251703000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5892","22.252568000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5894","22.253385000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5896","22.254413000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5897","22.255112000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5899","22.256069000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5901","22.256968000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5902","22.257672000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5904","22.258368000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5906","22.259493000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
