"No.","Time","Source","Destination","Protocol","Length","Info"
"712","3.140783000","203.219.219.145","192.168.1.105","TLSv1.2","639","Application Data"
"4947","21.625604000","203.219.219.145","192.168.1.105","TCP","66","https > 61247 [ACK] Seq=70388 Ack=3689 Win=38016 Len=0 TSval=1714116838 TSecr=473759723"
"4948","21.628159000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"4949","21.629179000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4951","21.629829000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4953","21.631084000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4954","21.631768000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4956","21.632461000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4958","21.633542000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4959","21.634170000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4961","21.635171000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4963","21.635806000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4964","21.636879000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4966","21.637794000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"4968","21.638497000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4969","21.639376000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4971","21.640132000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4973","21.641161000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4974","21.642162000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4976","21.642858000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4978","21.643928000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4979","21.644657000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4981","21.645601000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4983","21.646266000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4984","21.646896000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4986","21.647843000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"4988","21.648811000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4989","21.649793000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4991","21.650467000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4993","21.651483000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4994","21.652167000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4996","21.653097000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4998","21.654055000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"4999","21.656827000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5001","21.657486000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5002","21.657488000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5005","21.657860000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5006","21.658634000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5008","21.659485000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5010","21.660109000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5011","21.660902000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5013","21.661900000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5015","21.662599000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5016","21.663357000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5018","21.664344000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5020","21.665103000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5021","21.666125000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5023","21.666801000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5025","21.667622000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5026","21.668481000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5028","21.669823000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5030","21.670750000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5032","21.674444000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5034","21.675230000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5035","21.675233000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5041","21.676149000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5043","21.676862000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5045","21.677771000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5047","21.678571000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5049","21.679482000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5051","21.680393000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5053","21.681789000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5056","21.683169000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"5064","21.684221000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5067","21.685014000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5069","21.685805000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5071","21.686980000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5073","21.687988000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5075","21.688975000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5077","21.690109000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5079","21.690862000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5080","21.690865000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5083","21.691736000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5085","21.692463000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5087","21.693272000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5089","21.694442000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5091","21.695112000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5093","21.696146000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5095","21.696770000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5097","21.697550000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5099","21.698592000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5101","21.699245000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5103","21.700121000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5105","21.703559000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5107","21.704550000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5108","21.704555000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5109","21.704733000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5113","21.705657000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5114","21.705659000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5117","21.706606000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5119","21.707418000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5121","21.708202000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5123","21.708877000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5125","21.709618000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5127","21.710703000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5129","21.711416000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Fast Retransmission] [TCP segment of a reassembled PDU]"
"5131","21.712122000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5134","21.713154000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5136","21.713944000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5138","21.714852000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5141","21.715584000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5143","21.716706000","203.219.219.145","192.168.1.105","TLSv1.2","1494","[TCP Out-Of-Order] Application Data"
"5145","21.717278000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5147","21.718202000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5149","21.719181000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5151","21.719875000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5153","21.720624000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5155","21.721371000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5158","21.722412000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5160","21.723094000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5162","21.724177000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5164","21.724855000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5166","21.725670000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5168","21.726825000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5170","21.727866000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5172","21.728865000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5175","21.729597000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5177","21.730442000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5180","21.731199000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5182","21.732026000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5184","21.733111000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5186","21.734210000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5188","21.735287000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5190","21.736044000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5192","21.737560000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5196","21.740418000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5198","21.741251000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5200","21.742683000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5202","21.744180000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5204","21.745212000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5206","21.746147000","203.219.219.145","192.168.1.105","TCP","1494","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"5211","21.747056000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5212","21.748230000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5214","21.749116000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5216","21.750155000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5217","21.752749000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5219","21.753707000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5221","21.754437000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5222","21.755161000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5224","21.756166000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5226","21.756904000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5227","21.759623000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5229","21.760825000","203.219.219.145","192.168.1.105","TLSv1.2","1166","Continuation Data"
"5230","21.760827000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5232","21.761147000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5234","21.761959000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5235","21.761962000","203.219.219.145","192.168.1.105","TLSv1.2","78","Continuation Data"
"5237","21.762782000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5238","21.762785000","203.219.219.145","192.168.1.105","TLSv1.2","74","Continuation Data"
"5240","21.763803000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5242","21.764499000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5243","21.765234000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5244","21.765237000","203.219.219.145","192.168.1.105","TLSv1.2","374","Continuation Data"
"5247","21.766264000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5249","21.767249000","203.219.219.145","192.168.1.105","TLSv1.2","1178","Continuation Data"
"5251","21.767928000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5253","21.768589000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5255","21.769317000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5256","21.770077000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5258","21.771181000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5259","21.771639000","203.219.219.145","192.168.1.105","TLSv1.2","74","Continuation Data"
"5261","21.773163000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5263","21.774036000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5265","21.774714000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Continuation Data"
"5266","21.778452000","203.219.219.145","192.168.1.105","TLSv1.2","301","Continuation Data"
"5273","21.874939000","203.219.219.145","192.168.1.105","TCP","66","https > 61247 [ACK] Seq=295939 Ack=5047 Win=40960 Len=0 TSval=1714117088 TSecr=473759865"
"5283","21.937425000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5284","21.938411000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5286","21.939453000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5288","21.940133000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5289","21.940918000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5291","21.941925000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5293","21.942682000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5294","21.943472000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5296","21.944427000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5298","21.945385000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5299","21.946142000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5301","21.946807000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5303","21.947661000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5304","21.948708000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5306","21.949664000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5308","21.950729000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5309","21.951516000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5311","21.952510000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5313","21.953247000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5314","21.953965000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5316","21.954967000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5318","21.955562000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5319","21.956296000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5321","21.957291000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5323","21.957972000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5324","21.958980000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5326","21.959561000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5328","21.960395000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5329","21.961297000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5331","21.963962000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5333","21.964670000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5334","21.964673000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5337","21.965667000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5338","21.966435000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5340","21.967094000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5342","21.967845000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5343","21.968641000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5345","21.969239000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5347","21.969949000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5348","21.971091000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5350","21.971786000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5352","21.973023000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5353","21.973625000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5355","21.974284000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5357","21.975082000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5358","21.975930000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5360","21.976917000","203.219.219.145","192.168.1.105","TLSv1.2","1494","Application Data"
"5362","21.977904000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
"5363","21.978576000","203.219.219.145","192.168.1.105","TCP","1494","[TCP segment of a reassembled PDU]"
