"No.","Time","Source","Destination","Protocol","Length","Info"
"5738","32.056326000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5740","32.057330000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5741","32.058248000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5743","32.060835000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5744","32.061248000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5745","32.061251000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5746","32.061251000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5750","32.062281000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5752","32.063368000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5753","32.063914000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5755","32.064594000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5757","32.065261000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5759","32.066243000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Fast Retransmission] Continuation Data"
"5762","32.066904000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5763","32.067869000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5765","32.069788000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5766","32.073894000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5767","32.073899000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5769","32.074802000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5770","32.074807000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5771","32.074808000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5776","32.075052000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5777","32.075055000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5779","32.077067000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5781","32.077579000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5782","32.078440000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5784","32.078965000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5785","32.079754000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5787","32.080690000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5788","32.081376000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5790","32.082599000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5791","32.083144000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5793","32.085299000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5794","32.085953000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5796","32.087044000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5797","32.089727000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5799","32.090239000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5800","32.090242000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5801","32.090243000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5804","32.091252000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5805","32.092024000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5807","32.095479000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5808","32.096048000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5809","32.096050000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5811","32.096985000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5813","32.097918000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5814","32.098568000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5816","32.099430000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5817","32.099942000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5819","32.102113000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5820","32.104828000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5822","32.107437000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5823","32.108106000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5825","32.108522000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5826","32.110207000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5828","32.111015000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5829","32.111693000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5831","32.112345000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5832","32.113155000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5834","32.114674000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5835","32.115336000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5837","32.115725000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5838","32.116501000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5840","32.117513000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5841","32.118885000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5843","32.121285000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5844","32.123239000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5846","32.124226000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5847","32.125069000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5849","32.125845000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5850","32.126751000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5852","32.127910000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5853","32.128536000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5855","32.129161000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5856","32.129842000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5858","32.130531000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5860","32.131242000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5862","32.131955000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5863","32.132671000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5865","32.133394000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5866","32.134251000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5868","32.134984000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5869","32.135553000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5871","32.136218000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5872","32.136937000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5874","32.137354000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5875","32.138108000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5877","32.138996000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5878","32.139724000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5880","32.140574000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5882","32.141174000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5884","32.142065000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5886","32.142929000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5887","32.143547000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5889","32.144384000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5890","32.144939000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5892","32.146317000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5893","32.146916000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5895","32.147386000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5897","32.148140000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5899","32.148987000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5900","32.149501000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5902","32.150343000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5904","32.151181000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5906","32.151688000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5907","32.152400000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5909","32.153256000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5910","32.154803000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5912","32.155402000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5913","32.156753000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5915","32.158951000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5916","32.159644000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5918","32.160461000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5919","32.162971000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5921","32.163436000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5922","32.163437000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5924","32.164384000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5926","32.165268000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5927","32.165784000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5929","32.166625000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5931","32.167155000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5932","32.167819000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5934","32.170259000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5935","32.175909000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5937","32.176449000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5938","32.176450000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5939","32.176451000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5942","32.176563000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5943","32.176834000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5945","32.177544000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5947","32.178180000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5949","32.178813000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5951","32.179754000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5952","32.180340000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5954","32.180930000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5956","32.181468000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5958","32.182071000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5960","32.183028000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5961","32.183768000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5963","32.184349000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5964","32.185028000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5966","32.185908000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5967","32.186410000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5969","32.186977000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5970","32.187648000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5972","32.188497000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5973","32.189550000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5975","32.190362000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5976","32.191041000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5978","32.191893000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5979","32.198014000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5981","32.198685000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5982","32.198687000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5983","32.198689000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5986","32.198795000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5987","32.198799000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5989","32.199031000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5990","32.199036000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5991","32.199090000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5994","32.200073000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"5995","32.200075000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"5997","32.200859000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"5999","32.201557000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6001","32.202242000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6002","32.204545000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6004","32.205127000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6006","32.209383000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6007","32.210572000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6009","32.211396000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6010","32.212100000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6012","32.213020000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6013","32.213669000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"6015","32.214419000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"6017","32.215182000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6019","32.215959000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6020","32.216609000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6022","32.217282000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6023","32.217727000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6025","32.219227000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6026","32.219978000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6028","32.220967000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6029","32.221657000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6031","32.222245000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6032","32.223009000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6034","32.223456000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6035","32.224450000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6037","32.225268000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6038","32.225856000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6040","32.226447000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"6042","32.227391000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"6044","32.228298000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6046","32.229111000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6047","32.232883000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6049","32.234872000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6050","32.235571000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6052","32.236558000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6053","32.237136000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"6055","32.238128000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"6057","32.238649000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6059","32.243343000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6060","32.244225000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6061","32.244227000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6062","32.244229000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6066","32.244392000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6067","32.244394000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6069","32.244549000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6071","32.245333000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6072","32.245877000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6074","32.246596000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6075","32.247440000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6077","32.248222000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6078","32.248833000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6080","32.249346000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6081","32.250086000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6083","32.250692000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6084","32.251242000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6086","32.251985000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"6088","32.252574000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"6090","32.253334000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6092","32.254004000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6093","32.254894000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6095","32.255611000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6096","32.256882000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6098","32.258047000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6099","32.258619000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6101","32.259163000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6102","32.260019000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6104","32.260745000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6105","32.261768000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6107","32.262463000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6108","32.263194000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6110","32.263849000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6111","32.266094000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"6112","32.266098000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"6115","32.266829000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6117","32.267426000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"6119","32.268249000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6121","32.268614000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Fast Retransmission] Continuation Data"
"6124","32.269567000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6125","32.270069000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6127","32.270942000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6128","32.271553000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6130","32.274056000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6131","32.274901000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6132","32.274903000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6133","32.274905000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6136","32.277224000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6137","32.278261000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6139","32.278947000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"6141","32.279817000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6143","32.280609000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6145","32.281375000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Fast Retransmission] [TCP segment of a reassembled PDU]"
"6148","32.282195000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6149","32.282820000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"6151","32.283561000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"6153","32.284512000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6155","32.285355000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6156","32.286463000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6158","32.287271000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6159","32.288184000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6161","32.288720000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"6163","32.289606000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"6165","32.290439000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6167","32.291067000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6168","32.293738000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"6170","32.294598000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"6171","32.294600000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6172","32.294601000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"6176","32.295500000","74.125.109.147","10.0.0.94","TCP","1458","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"6177","32.295502000","74.125.109.147","10.0.0.94","TCP","1458","[TCP segment of a reassembled PDU]"
"6180","32.300096000","74.125.109.147","10.0.0.94","SSLv2","1458","Encrypted Data"
"6181","32.300101000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6183","32.300810000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6184","32.300813000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6185","32.300815000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6186","32.300816000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6187","32.300886000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6191","32.302054000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Previous segment not captured] Continuation Data"
"6193","32.302708000","74.125.109.147","10.0.0.94","TLSv1.2","1458","[TCP Out-Of-Order] Continuation Data"
"6195","32.303227000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6197","32.303896000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6198","32.304541000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6200","32.307120000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6201","32.307884000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6202","32.307890000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6203","32.307892000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6207","32.310515000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6208","32.310520000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6210","32.311262000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6211","32.311265000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6212","32.311266000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6215","32.314166000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6216","32.315373000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
"6218","32.316035000","74.125.109.147","10.0.0.94","TLSv1.2","1458","Continuation Data"
